"# ID" GaiaID x y Dist_pix Dist_arcsec Gmag InAper
39 5284518797407640320 407.31321888628753 1817.8693376576707 8.891389600650516 186.71918161366085 16.6016 0
40 5284471758925112576 403.6405313703766 1800.305656836208 9.166691304558062 192.5005173957193 15.143 0
41 5284471793284852864 404.77553775758287 1799.7038658485885 9.469582821796944 198.86123925773583 16.2731 0
42 5284517354298678528 396.9818940849063 1807.8195942795674 9.591777308013203 201.42732346827725 15.7185 0
43 5284521752340179968 408.9315107437029 1818.3972415558826 9.692176042118195 203.5356968844821 17.9455 0
44 5284519175364774400 414.77565989677487 1803.76644137907 9.800833500683016 205.81750351434334 17.5866 0
45 5284521752345140224 408.84160012708287 1818.5378831843059 9.806511782168151 205.93674742553117 17.1413 0
46 5284471758925109632 400.4653539863276 1801.1316635925355 9.927492919249167 208.47735130423249 13.4015 0
47 5284472102522505472 410.76275135453676 1800.0233094192167 9.951740377948484 208.98654793691816 13.7985 0
48 5284471896364071936 407.53113132489335 1799.0516200558677 10.01703268789283 210.3576864457494 16.6406 0
49 5284519450242681088 416.1367816330929 1805.8217798984206 10.153248333859876 213.2182150110574 15.5963 0
50 5284521717985400448 406.6662714212072 1819.274126673557 10.260171719189085 215.46360610297077 13.5567 0
51 5284471793284855424 405.5577445298953 1798.6686352206 10.38939769867918 218.17735167226277 13.5221 0
52 5284517354298625664 396.1107901929265 1809.376655769526 10.394341108729055 218.28116328331015 16.5894 0
53 5284471685906855680 401.988191964962 1799.5555527952656 10.480135548932957 220.0828465275921 17.16 0
54 5284518380791355008 403.11628801908194 1819.1526033921707 10.686730658847873 224.42134383580535 16.5589 0
55 5284517590517325696 396.36500414796717 1812.5742538374623 10.740615104284013 225.55291718996426 17.8927 0
56 5284472102522505856 409.949110120001 1798.770515486729 10.810196239138882 227.01412102191654 15.7901 0
57 5284519102345860352 413.66692029432534 1800.907027636254 10.822461306283367 227.2716874319507 17.9368 0
58 5284519450242681600 416.8450308702467 1805.803296268017 10.833308995653958 227.49948890873313 15.556 0
